1 29.80 120.80536912751677852348 29.80 
2 32.25 223.25581395348837209302 62.05 
4 52.15 276.12655800575263662511 114.20 
8 81.27 354.37430786267995570321 195.47 
9 79.87 405.65919619381494929260 275.34 
10 110.66 325.32080245797939634917 386.00 
5 76.99 233.79659696064423951162 462.99 
6 88.56 243.90243902439024390243 551.55 
7 146.05 172.54364943512495720643 697.60 
3 87.54 123.37217272104180945853 785.14 
4 111.11 129.60129601296012960129 896.25 
5 129.89 138.57879744399106936638 1026.14 
6 183.52 117.69834350479511769834 1209.66 
3 111.81 96.59243359270190501744 1321.47 
4 40.35 356.87732342007434944237 1361.82 
5 97.46 184.69115534578288528627 1459.28 
2 45.36 158.73015873015873015873 1504.64 
3 43.47 248.44720496894409937888 1548.11 
2 4.84 1487.60330578512396694214 1552.95 
2 4.06 1773.39901477832512315270 1557.01 
2 4.06 1773.39901477832512315270 1561.07 
2 4.06 1773.39901477832512315270 1565.13 
2 4.06 1773.39901477832512315270 1569.19 
2 4.06 1773.39901477832512315270 1573.25 
2 4.08 1764.70588235294117647058 1577.33 
1 3.93 916.03053435114503816793 1581.26 
2 4.05 1777.77777777777777777777 1585.31 
2 4.06 1773.39901477832512315270 1589.37 
1 3.95 911.39240506329113924050 1593.32 
2 4.06 1773.39901477832512315270 1597.38 
2 4.06 1773.39901477832512315270 1601.44 
2 4.08 1764.70588235294117647058 1605.52 
1 3.93 916.03053435114503816793 1609.45 
2 4.08 1764.70588235294117647058 1613.53 
2 4.06 1773.39901477832512315270 1617.59 
2 3.82 1884.81675392670157068062 1621.41 
2 4.06 1773.39901477832512315270 1625.47 
1 3.97 906.80100755667506297229 1629.44 
2 4.06 1773.39901477832512315270 1633.50 
2 4.07 1769.04176904176904176904 1637.57 
1 3.93 916.03053435114503816793 1641.50 
2 4.05 1777.77777777777777777777 1645.55 
2 4.06 1773.39901477832512315270 1649.61 
1 3.93 916.03053435114503816793 1653.54 
2 4.06 1773.39901477832512315270 1657.60 
2 47.24 152.41320914479254868755 1704.84 
#137 1704.84 289.29400999507285141127  
